Date,Open,High,Low,Close,Volume,Change Pct
2016-07-05,54.16,54.16,54.16,54.16,100,2.71
2016-07-06,52.88,52.88,52.88,52.88,30,-2.36
2016-07-07,53.72,53.72,53.72,53.72,30,1.59
2016-07-08,53.57,53.57,53.57,54.24,175,0.97
2016-07-11,54.53,54.53,54.53,54.53,0,0.53
2016-07-12,55.56,55.56,55.56,55.56,10,1.89
2016-07-13,56.36,56.36,56.36,56.36,75,1.44
2016-07-14,56.11,56.11,56.11,56.11,450,-0.44
2016-07-15,56.34,56.34,56.34,56.34,100,0.41
2016-07-18,55.71,55.71,55.71,55.71,240,-1.12
2016-07-19,55.65,55.65,55.65,55.65,290,-0.11
2016-07-20,55.78,55.78,55.78,55.78,110,0.23
2016-07-21,56.13,56.13,56.13,56.13,10,0.63
2016-07-22,56.04,56.04,56.04,56.04,0,-0.16
2016-07-25,56.15,56.15,56.15,56.15,7,0.2
2016-07-26,56.25,56.25,56.25,56.25,0,0.18
2016-07-27,56.34,56.34,56.34,56.34,10,0.16
2016-07-28,56.5,56.5,56.5,56.5,0,0.28
2016-07-29,56.61,56.61,56.61,56.61,0,0.19
2016-08-01,59.78,59.78,59.78,59.78,220,5.6
2016-08-02,59.88,59.88,59.88,59.88,220,0.17
2016-08-03,59.48,59.48,59.48,59.48,40,-0.67
2016-08-04,59.05,59.05,59.05,59.05,0,-0.72
2016-08-05,60.19,60.19,60.19,60.19,0,1.93
2016-08-08,60.99,60.99,60.99,60.99,30,1.33
2016-08-09,60.32,60.32,60.32,60.32,0,-1.1
2016-08-10,60.25,60.25,60.25,60.25,230,-0.12
2016-08-11,59.73,59.73,59.73,59.73,390,-0.86
2016-08-12,59.83,59.83,59.83,59.83,378,0.17
2016-08-15,59.66,59.66,59.66,59.66,35,-0.28
2016-08-16,60.45,60.45,60.45,60.45,15,1.32
2016-08-17,60.15,60.15,60.15,60.15,0,-0.5
2016-08-18,60.38,60.38,60.38,60.38,0,0.38
2016-08-19,59.68,60.63,59.68,60.59,20,0.35
2016-08-22,60.67,60.67,60.67,60.67,40,0.13
2016-08-23,60.78,60.78,60.78,60.78,50,0.18
2016-08-24,60.78,60.78,60.78,60.78,0,0.0
2016-08-25,60.77,60.77,60.77,60.77,0,-0.02
2016-08-26,60.35,60.35,60.17,60.69,20,-0.13
2016-08-29,60.58,60.58,60.58,60.58,20,-0.18
2016-08-30,60.5,60.5,60.5,60.5,0,-0.13
2016-08-31,60.43,60.43,60.43,60.43,20,-0.12
2016-09-01,57.95,57.95,57.95,57.95,240,-4.1
2016-09-02,58.05,58.05,58.05,58.05,0,0.17
2016-09-06,58.35,58.35,58.35,58.35,30,0.52
2016-09-07,57.47,57.47,57.47,57.47,26,-1.51
2016-09-08,57.67,57.67,57.67,57.67,84,0.35
2016-09-09,57.87,57.87,57.87,57.87,70,0.35
2016-09-12,57.49,57.49,57.49,57.49,40,-0.66
2016-09-13,57.43,57.43,57.43,57.43,20,-0.1
2016-09-14,57.25,57.25,57.25,57.25,40,-0.31
2016-09-15,57.15,57.15,57.15,57.15,0,-0.17
2016-09-16,57.03,57.03,57.03,57.03,0,-0.21
2016-09-19,56.92,56.92,56.92,56.92,0,-0.19
2016-09-20,57.0,57.0,57.0,57.0,60,0.14
2016-09-21,56.88,56.88,56.88,56.88,10,-0.21
2016-09-22,56.9,56.9,56.9,56.9,32,0.04
2016-09-23,56.93,56.93,56.93,56.86,30,-0.07
2016-09-26,56.85,56.85,56.85,56.85,0,-0.02
2016-09-27,56.78,56.78,56.78,56.78,0,-0.12
2016-09-28,56.74,56.74,56.74,56.74,0,-0.07
2016-09-29,56.71,56.71,56.71,56.71,0,-0.05
2016-09-30,56.67,56.67,56.67,56.63,1,-0.14
2016-10-03,55.11,55.11,55.11,55.11,320,-2.68
2016-10-04,55.15,55.15,55.15,55.15,0,0.07
2016-10-05,55.27,55.27,55.27,55.27,10,0.22
2016-10-06,55.18,55.18,55.18,55.18,10,-0.16
2016-10-07,54.97,54.97,54.97,54.97,70,-0.38
2016-10-10,55.67,55.67,55.67,55.67,200,1.27
2016-10-11,55.78,55.78,55.78,55.78,40,0.2
2016-10-12,55.84,55.84,55.84,55.84,51,0.11
2016-10-13,55.79,55.79,55.79,55.79,10,-0.09
2016-10-14,56.5,57.27,56.5,56.14,50,0.63
2016-10-17,56.33,56.33,56.33,56.33,95,0.34
2016-10-18,56.38,56.38,56.38,56.38,190,0.09
2016-10-19,56.46,56.46,56.46,56.46,110,0.14
2016-10-20,56.58,56.58,56.58,56.58,80,0.21
2016-10-21,56.6,56.6,56.6,56.6,0,0.04
2016-10-24,56.74,56.74,56.74,56.74,0,0.25
2016-10-25,56.96,56.96,56.96,56.96,0,0.39
2016-10-26,57.24,57.24,57.24,57.24,0,0.49
2016-10-27,57.47,57.47,57.47,57.47,0,0.4
2016-10-28,58.0,58.0,58.0,57.72,0,0.44
2016-10-31,62.77,62.77,62.77,62.77,390,8.75
2016-11-01,63.56,63.56,63.56,63.56,180,1.26
2016-11-02,62.59,62.59,62.59,62.59,100,-1.53
2016-11-03,63.79,63.79,63.79,63.79,208,1.92
2016-11-04,63.67,63.67,63.67,63.67,90,-0.19
2016-11-07,65.91,65.91,65.91,65.91,274,3.52
2016-11-08,65.99,65.99,65.99,65.99,80,0.12
2016-11-09,68.34,68.34,68.34,68.34,415,3.56
2016-11-10,69.74,69.74,69.74,69.74,310,2.05
2016-11-11,72.71,73.62,72.55,73.35,397,5.18
2016-11-14,72.23,72.23,72.23,72.23,50,-1.53
2016-11-15,70.04,70.04,70.04,70.04,140,-3.03
2016-11-16,70.41,70.41,70.41,70.41,50,0.53
2016-11-17,70.33,70.33,70.33,70.33,120,-0.11
2016-11-18,69.6,69.6,68.78,70.2,275,-0.18
2016-11-21,70.0,70.0,70.0,70.0,40,-0.28
2016-11-22,70.88,70.88,70.88,70.88,45,1.26
2016-11-23,71.22,71.22,71.22,71.22,5,0.48
2016-11-25,72.82,72.82,72.82,71.81,1,0.83
2016-11-28,72.15,72.15,72.15,72.15,0,0.47
2016-11-29,72.26,72.26,72.26,72.26,0,0.15
2016-11-30,72.25,72.25,72.25,72.25,0,-0.01
2016-12-01,71.1,71.1,71.1,75.54,120,4.55
2016-12-02,74.84,74.84,71.12,74.57,135,-1.28
2016-12-05,75.7,75.7,75.7,76.2,18,2.19
2016-12-06,76.15,77.1,76.15,76.72,13,0.68
2016-12-07,79.2,79.2,79.2,79.2,20,3.23
2016-12-08,78.2,79.07,77.89,79.44,105,0.3
2016-12-09,77.42,77.42,76.73,78.89,46,-0.69
2016-12-12,80.9,81.35,80.8,80.25,70,1.72
2016-12-13,80.47,80.47,80.47,80.47,20,0.27
2016-12-14,79.58,79.58,79.58,79.58,120,-1.11
2016-12-15,79.94,79.94,79.94,79.94,150,0.45
2016-12-16,79.89,79.89,79.89,79.89,120,-0.06
2016-12-19,79.62,79.62,79.62,79.62,0,-0.34
2016-12-20,79.05,79.05,79.05,79.97,10,0.44
2016-12-21,80.0,80.0,80.0,80.0,0,0.04
2016-12-22,79.8,79.8,79.8,79.8,0,-0.25
2016-12-23,79.75,79.75,79.75,79.75,7,-0.06
2016-12-27,79.35,79.35,79.35,79.72,3,-0.04
2016-12-28,79.75,79.75,79.75,79.75,0,0.04
2016-12-29,79.76,79.76,79.76,79.76,0,0.01
2016-12-30,79.75,79.75,79.74,79.75,0,-0.01
2017-01-03,74.37,74.37,74.37,74.37,0,-6.75
2017-01-04,74.66,74.66,74.66,74.66,210,0.39
2017-01-05,76.46,76.46,76.46,76.46,0,2.41
2017-01-06,76.35,76.35,76.35,75.73,10,-0.95
2017-01-09,76.35,76.98,76.05,77.09,69,1.8
2017-01-10,77.5,77.5,77.5,78.27,20,1.53
2017-01-11,78.4,78.6,78.4,78.65,50,0.49
2017-01-12,78.85,79.14,78.85,78.83,75,0.23
2017-01-13,78.69,78.69,78.69,78.69,0,-0.18
2017-01-17,82.0,82.0,80.65,79.83,50,1.45
2017-01-18,79.66,79.66,79.66,79.66,0,-0.21
2017-01-19,79.64,79.64,79.64,79.64,0,-0.03
2017-01-20,79.51,79.51,79.51,79.51,0,-0.16
2017-01-23,79.6,79.6,79.6,79.69,10,0.23
2017-01-24,80.05,80.05,80.05,80.05,0,0.45
2017-01-25,80.13,80.13,80.13,80.13,0,0.1
2017-01-26,80.22,80.22,80.22,80.22,0,0.11
2017-01-27,80.3,80.3,80.3,80.3,0,0.1
2017-01-30,80.3,80.3,80.3,80.3,0,0.0
2017-01-31,80.4,80.4,80.4,80.4,0,0.12
2017-02-01,83.12,83.12,83.12,83.12,152,3.38
2017-02-02,84.0,84.0,84.0,83.82,13,0.84
2017-02-03,79.96,79.96,79.57,80.15,264,-4.38
2017-02-06,79.15,79.15,79.15,79.15,140,-1.25
2017-02-07,81.02,81.02,81.02,81.02,10,2.36
2017-02-08,81.88,81.88,81.88,81.88,0,1.06
2017-02-09,81.92,81.92,81.92,81.92,70,0.05
2017-02-10,83.52,83.52,83.52,84.11,60,2.67
2017-02-13,85.93,85.93,85.93,85.93,200,2.16
2017-02-14,87.47,87.47,87.47,85.91,10,-0.02
2017-02-15,85.86,85.86,85.86,85.86,0,-0.06
2017-02-16,86.46,86.46,86.23,85.72,5,-0.16
2017-02-17,87.35,87.35,87.35,86.4,10,0.79
2017-02-21,87.28,87.28,87.28,87.28,0,1.02
2017-02-22,87.48,87.48,87.48,87.48,0,0.23
2017-02-23,87.41,87.41,87.41,87.41,0,-0.08
2017-02-24,87.57,87.57,87.57,87.57,0,0.18
2017-02-27,87.89,87.89,87.89,87.89,0,0.37
2017-02-28,88.07,88.07,88.07,88.07,0,0.2
2017-03-01,86.8,87.65,86.8,87.62,366,-0.51
2017-03-02,88.56,88.56,88.56,88.56,180,1.07
2017-03-03,86.58,86.58,86.58,87.57,55,-1.12
2017-03-06,86.04,86.04,85.86,86.73,18,-0.96
2017-03-07,85.91,85.91,85.9,86.89,10,0.18
2017-03-08,86.55,86.55,86.55,86.55,142,-0.39
2017-03-09,84.45,84.45,84.42,86.35,413,-0.23
2017-03-10,84.8,84.8,84.8,86.44,10,0.1
2017-03-13,87.51,87.51,87.51,87.51,276,1.24
2017-03-14,88.04,88.04,88.04,88.04,15,0.61
2017-03-15,89.03,89.03,89.03,89.03,10,1.12
2017-03-16,89.5,89.5,89.5,89.5,60,0.53
2017-03-17,89.62,89.62,89.62,89.47,6,-0.03
2017-03-20,89.42,89.42,89.42,89.42,7,-0.06
2017-03-21,88.99,88.99,88.99,88.99,20,-0.48
2017-03-22,88.59,88.59,88.59,88.59,0,-0.45
2017-03-23,88.51,88.51,88.51,88.51,0,-0.09
2017-03-24,88.35,88.35,88.35,88.35,0,-0.18
2017-03-27,87.91,87.91,87.91,87.91,0,-0.5
2017-03-28,87.63,87.63,87.63,87.63,0,-0.32
2017-03-29,87.44,87.44,87.44,87.44,0,-0.22
2017-03-30,87.19,87.19,87.19,87.19,0,-0.29
2017-03-31,86.84,86.84,86.84,86.84,0,-0.4
2017-04-03,78.45,78.45,78.45,78.45,0,-9.66
2017-04-04,79.36,79.36,79.36,79.36,90,1.16
2017-04-05,79.44,79.44,79.44,79.44,56,0.1
2017-04-06,78.92,78.92,78.92,78.92,50,-0.65
2017-04-07,76.91,76.91,76.91,76.91,280,-2.55
2017-04-10,75.28,75.28,75.28,75.28,41,-2.12
2017-04-11,74.89,74.89,74.89,74.89,30,-0.52
2017-04-12,73.43,73.43,73.43,73.43,0,-1.95
2017-04-13,73.02,73.02,73.02,73.02,0,-0.56
2017-04-17,72.08,72.08,72.08,72.08,0,-1.29
2017-04-18,70.74,70.74,70.74,70.74,2,-1.86
2017-04-19,70.95,70.95,70.95,70.95,30,0.3
2017-04-20,70.89,70.89,70.89,70.89,10,-0.08
2017-04-21,70.93,70.93,70.93,70.93,0,0.06
2017-04-24,70.67,70.67,70.67,70.67,20,-0.37
2017-04-25,70.44,70.44,70.44,70.44,0,-0.33
2017-04-26,70.26,70.26,70.26,70.26,0,-0.26
2017-04-27,70.1,70.1,70.1,70.1,0,-0.23
2017-04-28,69.97,69.97,69.97,69.97,0,-0.19
2017-05-01,68.0,68.0,68.0,68.0,0,-2.82
2017-05-02,68.72,68.72,68.72,68.72,80,1.06
2017-05-03,67.33,67.33,67.33,67.33,180,-2.02
2017-05-04,63.88,63.88,63.88,63.88,40,-5.12
2017-05-05,62.49,62.49,62.49,62.49,10,-2.18
2017-05-08,60.72,60.72,60.72,60.72,21,-2.83
2017-05-09,61.37,61.37,61.37,61.37,100,1.07
2017-05-10,62.63,62.63,62.63,62.63,0,2.05
2017-05-11,62.01,62.01,62.01,62.01,0,-0.99
2017-05-12,61.45,61.45,61.45,61.45,0,-0.9
2017-05-15,61.2,61.2,61.2,61.2,90,-0.41
2017-05-16,61.48,61.48,61.48,61.48,0,0.46
2017-05-17,62.04,62.04,62.04,62.04,0,0.91
2017-05-18,61.51,61.51,61.51,61.51,0,-0.85
2017-05-19,61.91,61.91,61.91,61.91,0,0.65
2017-05-22,61.94,61.94,61.94,61.94,0,0.05
2017-05-23,61.9,61.9,61.9,61.9,0,-0.06
2017-05-24,61.5,61.5,61.5,61.5,0,-0.65
2017-05-25,61.4,61.4,61.4,61.4,0,-0.16
2017-05-26,61.25,61.25,61.25,61.25,0,-0.24
2017-05-30,60.93,60.93,60.93,60.93,0,-0.52
2017-05-31,60.71,60.71,60.71,60.71,0,-0.36
2017-06-01,55.39,55.39,55.39,55.39,40,-8.76
2017-06-02,56.27,56.27,56.27,56.27,70,1.59
2017-06-05,55.49,55.49,55.49,55.49,6,-1.39
2017-06-06,55.67,55.67,55.67,55.67,40,0.32
2017-06-07,55.13,55.13,55.13,55.13,10,-0.97
2017-06-08,54.9,54.9,54.9,54.9,70,-0.42
2017-06-09,54.52,54.52,54.52,54.52,20,-0.69
2017-06-12,54.77,54.77,54.77,54.77,0,0.46
2017-06-13,54.01,54.01,54.01,54.01,0,-1.39
2017-06-14,54.5,54.5,54.5,54.5,0,0.91
2017-06-15,54.51,54.51,54.51,54.51,0,0.02
2017-06-16,54.7,54.7,54.7,54.7,20,0.35
2017-06-19,54.8,54.8,54.8,54.8,0,0.18
2017-06-20,54.71,54.71,54.71,54.71,0,-0.16
2017-06-21,54.65,54.65,54.65,54.65,0,-0.11
2017-06-22,54.66,54.66,54.66,54.66,0,0.02
2017-06-23,54.73,54.73,54.73,54.73,0,0.13
2017-06-26,54.75,54.75,54.75,54.75,0,0.04
2017-06-27,55.25,55.25,55.25,55.25,20,0.91
2017-06-28,55.7,55.7,55.7,55.7,10,0.81
2017-06-29,55.79,55.79,55.79,55.79,10,0.16
2017-06-30,56.01,56.01,56.01,56.01,0,0.39
2017-07-03,65.0,65.0,65.0,65.0,400,16.05
2017-07-05,63.03,63.03,63.03,63.03,918,-3.03
2017-07-06,62.11,62.11,62.11,62.11,86,-1.46
2017-07-07,62.28,62.28,62.28,62.85,301,1.19
2017-07-10,63.11,63.11,63.11,63.11,0,0.41
2017-07-11,64.48,64.48,64.48,64.48,0,2.17
2017-07-12,64.09,64.09,64.09,64.09,30,-0.6
2017-07-13,64.16,64.16,64.16,64.16,1,0.11
2017-07-14,64.92,64.92,64.92,64.92,0,1.18
2017-07-17,65.99,65.99,65.99,65.99,20,1.65
2017-07-18,65.74,65.74,65.74,65.74,0,-0.38
2017-07-19,65.99,65.99,65.99,65.99,0,0.38
2017-07-20,65.49,65.49,65.49,65.49,0,-0.76
2017-07-21,65.19,65.19,65.19,65.19,0,-0.46
2017-07-24,65.39,65.39,65.39,65.39,0,0.31
2017-07-25,65.59,65.59,65.59,65.59,0,0.31
2017-07-26,65.54,65.54,65.54,65.54,0,-0.08
2017-07-27,65.74,65.74,65.74,65.74,0,0.31
2017-07-28,65.87,65.87,65.87,65.87,0,0.2
2017-07-31,66.22,66.22,66.22,66.22,0,0.53
2017-08-01,71.57,71.57,71.57,71.57,177,8.08
2017-08-02,72.06,72.06,72.06,72.06,100,0.68
2017-08-03,72.37,72.37,72.37,72.37,30,0.43
2017-08-04,73.62,74.25,73.62,73.48,23,1.53
2017-08-07,74.65,74.65,74.65,74.65,20,1.59
2017-08-08,75.37,75.37,75.37,75.37,0,0.96
2017-08-09,74.8,74.8,74.8,74.8,10,-0.76
2017-08-10,74.88,74.88,74.88,74.88,50,0.11
2017-08-11,73.76,73.76,73.76,73.76,0,-1.5
2017-08-14,73.45,73.45,73.45,73.45,0,-0.42
2017-08-15,73.35,73.35,73.35,73.35,0,-0.14
2017-08-16,73.36,73.36,73.36,73.36,113,0.01
2017-08-17,74.14,74.14,74.14,74.14,0,1.06
2017-08-18,74.4,74.4,74.4,74.4,0,0.35
2017-08-21,74.39,74.39,74.39,74.39,0,-0.01
2017-08-22,74.89,74.89,74.89,74.89,0,0.67
2017-08-23,74.82,74.82,74.82,74.82,0,-0.09
2017-08-24,74.99,74.99,74.99,74.99,0,0.23
2017-08-25,74.97,74.97,74.97,74.97,0,-0.03
2017-08-28,75.03,75.03,75.03,75.03,0,0.08
2017-08-29,75.05,75.05,75.05,75.05,0,0.03
2017-08-30,75.08,75.08,75.08,75.08,0,0.04
2017-08-31,75.11,75.11,75.11,75.11,0,0.04
2017-09-01,77.77,77.77,77.77,77.77,20,3.54
2017-09-05,77.68,77.68,77.68,77.68,70,-0.12
2017-09-06,76.27,76.27,76.27,76.27,120,-1.82
2017-09-07,75.36,75.36,75.36,75.36,38,-1.19
2017-09-08,74.71,74.71,74.71,74.71,79,-0.86
2017-09-11,74.78,74.78,74.78,74.78,0,0.09
2017-09-12,75.22,75.22,75.22,75.22,0,0.59
2017-09-13,74.94,74.94,74.94,74.94,0,-0.37
2017-09-14,73.7,73.7,73.7,73.7,79,-1.65
2017-09-15,73.5,73.5,73.5,73.5,30,-0.27
2017-09-18,73.84,73.84,73.84,73.84,0,0.46
2017-09-19,71.8,71.8,71.8,71.8,0,-2.76
2017-09-20,71.96,71.96,71.96,71.96,0,0.22
2017-09-21,72.06,72.06,72.06,72.06,0,0.14
2017-09-22,72.0,72.0,70.15,71.55,11,-0.71
2017-09-25,70.5,70.5,70.5,70.5,0,-1.47
2017-09-26,70.94,70.94,70.94,70.94,0,0.62
2017-09-27,70.56,70.56,70.56,70.56,0,-0.54
2017-09-28,70.0,70.0,70.0,70.0,0,-0.79
2017-09-29,69.77,69.77,69.77,69.77,0,-0.33
2017-10-02,62.43,62.43,62.43,62.43,10,-10.52
2017-10-03,62.86,62.86,62.86,62.86,0,0.69
2017-10-04,62.95,62.95,62.95,62.95,0,0.14
2017-10-05,62.84,62.84,62.84,62.84,0,-0.17
2017-10-06,63.27,63.27,63.27,63.27,0,0.68
2017-10-09,61.26,61.26,61.26,61.26,30,-3.18
2017-10-10,60.18,60.18,60.18,60.18,20,-1.76
2017-10-11,59.26,59.26,59.26,59.26,8,-1.53
2017-10-12,59.83,59.83,59.83,59.83,7,0.96
2017-10-13,60.63,60.63,60.63,60.63,0,1.34
2017-10-16,61.16,61.16,61.16,61.16,0,0.87
2017-10-17,60.89,60.89,60.89,60.89,0,-0.44
2017-10-18,61.1,61.1,61.1,61.1,2,0.34
2017-10-19,60.39,60.39,60.39,60.39,0,-1.16
2017-10-20,60.69,60.69,60.69,60.69,0,0.5
2017-10-23,60.7,60.7,60.7,60.7,0,0.02
2017-10-24,60.73,60.73,60.73,60.73,0,0.05
2017-10-25,60.72,60.72,60.72,60.72,0,-0.02
2017-10-26,60.67,60.67,60.67,60.67,0,-0.08
2017-10-27,60.53,60.53,60.53,60.53,0,-0.23
2017-10-30,60.4,60.4,60.4,60.4,0,-0.21
2017-10-31,60.31,60.31,60.31,60.31,0,-0.15
2017-11-01,58.62,58.62,58.62,58.62,0,-2.8
2017-11-02,59.45,59.45,59.45,59.45,0,1.42
2017-11-03,59.56,59.56,59.56,59.56,0,0.19
2017-11-06,62.74,62.74,62.74,62.74,0,5.34
2017-11-07,61.59,61.59,61.59,61.59,0,-1.83
2017-11-08,62.59,62.59,62.59,62.59,200,1.62
2017-11-09,61.41,61.41,61.41,61.41,0,-1.89
2017-11-10,61.79,61.79,61.79,61.79,0,0.62
2017-11-13,61.99,61.99,61.99,61.99,0,0.32
2017-11-14,61.79,61.79,61.79,61.79,0,-0.32
2017-11-15,61.22,61.22,61.22,61.22,0,-0.92
2017-11-16,61.6,61.6,61.6,61.6,0,0.62
2017-11-17,61.49,61.49,61.49,61.49,0,-0.18
2017-11-20,61.77,61.77,61.77,61.77,0,0.46
2017-11-21,62.05,62.05,62.05,62.05,0,0.45
2017-11-22,62.99,62.99,62.99,62.99,0,1.51
2017-11-24,62.55,62.55,62.55,62.55,0,-0.7
2017-11-27,63.09,63.09,63.09,63.09,0,0.86
2017-11-28,63.14,63.14,63.14,63.14,0,0.08
2017-11-29,63.15,63.15,63.15,63.15,0,0.02
2017-11-30,63.36,63.36,63.36,63.36,0,0.33
2017-12-01,70.43,70.43,70.43,70.43,0,11.16
2017-12-04,71.02,71.02,71.02,71.02,0,0.84
2017-12-05,69.88,69.88,69.88,69.88,0,-1.61
2017-12-06,67.46,67.46,67.46,67.46,0,-3.46
2017-12-07,67.41,67.41,67.41,67.41,0,-0.07
2017-12-08,68.47,68.47,68.47,68.47,0,1.57
2017-12-11,68.61,68.61,68.61,68.61,0,0.2
2017-12-12,68.97,68.97,68.97,68.97,0,0.52
2017-12-13,69.34,69.34,69.34,69.34,0,0.54
2017-12-14,68.99,68.99,68.99,68.99,0,-0.5
2017-12-15,69.09,69.09,69.09,69.09,0,0.14
2017-12-18,70.47,70.47,70.47,70.47,0,2.0
2017-12-19,70.4,70.4,70.4,70.4,0,-0.1
2017-12-20,70.45,70.45,70.45,70.45,0,0.07
2017-12-21,70.71,70.71,70.71,70.71,0,0.37
2017-12-22,70.87,70.87,70.87,70.87,0,0.23
2017-12-26,71.01,71.01,71.01,71.01,0,0.2
2017-12-27,71.12,71.12,71.12,71.12,0,0.15
2017-12-28,71.28,71.28,71.28,71.28,0,0.22
2017-12-29,71.28,71.28,71.28,71.28,0,0.0
2018-01-02,73.9,73.9,73.9,73.9,105,3.68
2018-01-03,73.43,73.43,73.43,73.43,0,-0.64
2018-01-04,74.61,74.61,74.61,74.61,10,1.61
2018-01-05,75.39,75.39,75.39,75.39,10,1.05
2018-01-08,76.99,76.99,76.99,76.99,10,2.12
2018-01-09,77.62,77.62,77.62,77.62,30,0.82
2018-01-10,77.4,77.4,77.4,77.4,0,-0.28
2018-01-11,77.72,77.72,77.72,77.72,0,0.41
2018-01-12,77.37,77.37,77.37,77.37,0,-0.45
2018-01-16,76.51,76.51,76.51,76.51,0,-1.11
2018-01-17,76.27,76.27,76.27,76.27,0,-0.31
2018-01-18,76.18,76.18,76.18,76.18,0,-0.12
2018-01-19,76.68,76.68,76.68,76.68,0,0.66
2018-01-22,76.6,76.6,76.6,76.6,0,-0.1
2018-01-23,75.96,75.96,75.96,75.96,0,-0.84
2018-01-24,76.21,76.21,76.21,76.21,0,0.33
2018-01-25,76.21,76.21,76.21,76.21,0,0.0
2018-01-26,76.21,76.21,76.21,76.21,0,0.0
2018-01-29,76.1,76.1,76.1,76.1,0,-0.14
2018-01-30,75.99,75.99,75.99,75.99,0,-0.14
2018-01-31,75.86,75.86,75.86,75.86,0,-0.17
2018-02-01,71.99,71.99,71.99,71.99,0,-5.1
2018-02-02,72.94,72.94,72.94,72.94,0,1.32
2018-02-05,74.34,74.34,74.34,74.34,0,1.92
2018-02-06,74.43,74.43,74.43,74.43,0,0.12
2018-02-07,74.55,74.55,74.55,75.2,1,1.03
2018-02-08,75.69,75.69,75.69,75.69,0,0.65
2018-02-09,74.89,74.89,74.89,74.89,0,-1.06
2018-02-12,75.65,75.65,75.65,75.65,0,1.01
2018-02-13,76.49,76.49,76.49,76.49,20,1.11
2018-02-14,76.67,76.67,76.67,76.67,0,0.24
2018-02-15,76.76,76.76,76.76,76.76,0,0.12
2018-02-16,76.89,76.89,76.89,76.89,0,0.17
2018-02-20,76.97,76.97,76.97,76.97,0,0.1
2018-02-21,77.18,77.18,77.18,77.18,0,0.27
2018-02-22,77.06,77.06,77.06,77.06,0,-0.16
2018-02-23,77.11,77.11,77.11,77.11,0,0.06
2018-02-26,77.44,77.44,77.44,77.44,0,0.43
2018-02-27,77.37,77.37,77.37,77.37,0,-0.09
2018-02-28,77.46,77.46,77.46,77.46,0,0.12
2018-03-01,78.42,78.42,78.42,78.42,90,1.24
2018-03-02,76.52,76.52,76.52,76.36,2,-2.63
2018-03-05,75.36,75.36,75.36,75.36,0,-1.31
2018-03-06,75.54,75.54,75.54,75.54,0,0.24
2018-03-07,74.51,74.51,74.51,74.51,0,-1.36
2018-03-08,73.01,73.01,73.01,73.01,0,-2.01
2018-03-09,72.01,72.01,72.01,72.01,0,-1.37
2018-03-12,71.41,71.41,71.41,71.41,0,-0.83
2018-03-13,72.33,72.33,72.33,72.33,0,1.29
2018-03-14,72.76,72.76,72.76,72.76,0,0.59
2018-03-15,73.01,73.01,73.01,73.01,0,0.34
2018-03-16,72.66,72.66,72.66,72.66,0,-0.48
2018-03-19,71.84,71.84,71.84,71.84,0,-1.13
2018-03-20,71.63,71.63,71.63,71.63,0,-0.29
2018-03-21,71.55,71.55,71.55,71.55,0,-0.11
2018-03-22,70.96,70.96,70.96,70.96,0,-0.82
2018-03-23,70.26,70.26,70.26,70.26,0,-0.99
2018-03-26,70.51,70.51,70.51,70.51,0,0.36
2018-03-27,70.35,70.35,70.35,70.35,0,-0.23
2018-03-28,69.86,69.86,69.86,69.86,0,-0.7
2018-03-29,69.7,69.7,69.7,69.7,0,-0.23
2018-04-02,66.22,66.22,66.22,66.22,35,-4.99
2018-04-03,64.35,64.35,64.35,64.35,0,-2.82
2018-04-04,62.94,62.94,62.94,62.94,0,-2.19
2018-04-05,62.67,62.67,62.67,62.67,0,-0.43
2018-04-06,63.34,63.34,63.34,63.34,0,1.07
2018-04-09,63.92,63.92,63.92,63.92,10,0.92
2018-04-10,65.29,65.29,65.29,65.29,116,2.14
2018-04-11,64.28,64.28,64.28,64.28,0,-1.55
2018-04-12,64.19,64.19,64.19,64.19,0,-0.14
2018-04-13,64.62,64.62,64.62,64.62,0,0.67
2018-04-16,64.11,64.11,64.11,64.11,0,-0.79
2018-04-17,64.27,64.27,64.27,64.27,0,0.25
2018-04-18,64.69,64.69,64.69,64.69,0,0.65
2018-04-19,65.49,65.49,65.49,65.49,0,1.24
2018-04-20,65.05,65.05,65.05,65.05,0,-0.67
2018-04-23,65.19,65.19,65.19,65.19,0,0.22
2018-04-24,65.25,65.25,65.25,65.25,0,0.09
2018-04-25,65.22,65.22,65.22,65.22,0,-0.05
2018-04-26,65.29,65.29,65.29,65.29,0,0.11
2018-04-27,65.27,65.27,65.27,65.27,0,-0.03
2018-04-30,65.27,65.27,65.27,65.27,0,0.0
2018-05-01,65.49,65.49,65.49,65.49,0,0.34
2018-05-02,67.44,67.44,67.44,67.44,30,2.98
2018-05-03,66.72,66.72,66.72,66.72,40,-1.07
2018-05-04,66.98,66.98,66.98,66.98,0,0.39
2018-05-07,66.69,66.69,66.69,66.69,0,-0.43
2018-05-08,66.99,66.99,66.99,66.99,0,0.45
2018-05-09,66.2,66.2,66.2,66.2,0,-1.18
2018-05-10,66.49,66.49,66.49,66.49,0,0.44
2018-05-11,67.49,67.49,67.49,67.49,0,1.5
2018-05-14,67.59,67.59,67.59,67.59,0,0.15
2018-05-15,67.58,67.58,67.58,67.58,0,-0.01
2018-05-16,67.3,67.3,67.3,67.3,0,-0.41
2018-05-17,67.26,67.26,67.26,67.26,0,-0.06
2018-05-18,67.03,67.03,67.03,67.03,0,-0.34
2018-05-21,66.85,66.85,66.85,66.85,0,-0.27
